Data;CH4;CO2;O2;H2S;CH4PPM;N2
20/06/2024 06:50:10;;;;;;
20/06/2024 06:50:20;;;;;;
20/06/2024 06:50:30;;;;;;
20/06/2024 06:50:40;;;;;;
20/06/2024 06:50:50;;;;;;
20/06/2024 06:51:00;;;;;;
20/06/2024 06:51:10;;;;;;
20/06/2024 06:51:20;;;;;;
20/06/2024 06:51:30;;;;;;
20/06/2024 06:51:40;;;;;;
20/06/2024 06:51:50;;;;;;
20/06/2024 06:52:00;;;;;;
20/06/2024 06:52:10;;;;;;
20/06/2024 06:52:20;;;;;;
20/06/2024 06:52:30;;;;;;
20/06/2024 06:52:40;;;;;;
20/06/2024 06:52:50;;;;;;
20/06/2024 06:53:00;;;;;;
20/06/2024 06:53:10;;;;;;
20/06/2024 06:53:20;;;;;;
20/06/2024 06:53:30;;;;;;
20/06/2024 06:53:40;;;;;;
20/06/2024 06:53:50;;;;;;
20/06/2024 06:54:00;;;;;;
20/06/2024 06:54:10;;;;;;
20/06/2024 06:54:20;;;;;;
20/06/2024 06:54:30;;;;;;
20/06/2024 06:54:40;;;;;;
20/06/2024 06:54:50;;;;;;
20/06/2024 06:55:00;;;;;;
20/06/2024 06:55:10;;;;;;
20/06/2024 06:55:20;;;;;;
20/06/2024 06:55:30;;;;;;
20/06/2024 06:55:40;;;;;;
20/06/2024 06:55:50;;;;;;
20/06/2024 06:56:00;;;;;;
20/06/2024 06:56:10;;;;;;
20/06/2024 06:56:20;;;;;;
20/06/2024 06:56:30;;;;;;
20/06/2024 06:56:40;;;;;;
20/06/2024 06:56:50;;;;;;
20/06/2024 06:57:00;;;;;;
20/06/2024 06:57:10;;;;;;
20/06/2024 06:57:20;;;;;;
20/06/2024 06:57:30;;;;;;
20/06/2024 06:57:40;;;;;;
20/06/2024 06:57:50;;;;;;
20/06/2024 06:58:00;;;;;;
20/06/2024 06:58:10;;;;;;
20/06/2024 06:58:20;;;;;;
20/06/2024 06:58:30;;;;;;
20/06/2024 06:58:40;;;;;;
20/06/2024 06:58:50;;;;;;
20/06/2024 06:59:00;;;;;;
20/06/2024 06:59:10;;;;;;
20/06/2024 06:59:20;;;;;;
20/06/2024 06:59:30;;;;;;
20/06/2024 06:59:40;;;;;;
20/06/2024 06:59:50;;;;;;
20/06/2024 07:00:00;;;;;;
20/06/2024 07:00:10;;;;;;
20/06/2024 07:00:20;;;;;;
20/06/2024 07:00:30;;;;;;
20/06/2024 07:00:40;;;;;;
20/06/2024 07:00:50;;;;;;
20/06/2024 07:01:00;;;;;;
20/06/2024 07:01:10;;;;;;
20/06/2024 07:01:20;;;;;;
20/06/2024 07:01:30;;;;;;
20/06/2024 07:01:40;;;;;;
20/06/2024 07:01:50;;;;;;
20/06/2024 07:02:00;;;;;;
20/06/2024 07:02:10;;;;;;
20/06/2024 07:02:20;;;;;;
20/06/2024 07:02:30;;;;;;
20/06/2024 07:02:40;;;;;;
20/06/2024 07:02:50;;;;;;
20/06/2024 07:03:00;;;;;;
20/06/2024 07:03:10;;;;;;
20/06/2024 07:03:20;;;;;;
20/06/2024 07:03:30;;;;;;
20/06/2024 07:03:40;;;;;;
20/06/2024 07:03:50;;;;;;
20/06/2024 07:04:00;;;;;;
20/06/2024 07:04:10;;;;;;
20/06/2024 07:04:20;;;;;;
20/06/2024 07:04:30;;;;;;
20/06/2024 07:04:40;;;;;;
20/06/2024 07:04:50;;;;;;
20/06/2024 07:05:00;;;;;;
20/06/2024 07:05:10;;;;;;
20/06/2024 07:05:20;;;;;;
20/06/2024 07:05:30;;;;;;
20/06/2024 07:05:40;;;;;;
20/06/2024 07:05:50;;;;;;
20/06/2024 07:06:00;;;;;;
20/06/2024 07:06:10;;;;;;
20/06/2024 07:06:20;;;;;;
20/06/2024 07:06:30;;;;;;
20/06/2024 07:06:40;;;;;;
20/06/2024 07:06:50;;;;;;
20/06/2024 07:07:00;;;;;;
20/06/2024 07:07:10;;;;;;
20/06/2024 07:07:20;;;;;;
20/06/2024 07:07:30;;;;;;
20/06/2024 07:07:40;;;;;;
20/06/2024 07:07:50;;;;;;
20/06/2024 07:08:00;;;;;;
20/06/2024 07:08:10;;;;;;
20/06/2024 07:08:20;;;;;;
20/06/2024 07:08:30;;;;;;
20/06/2024 07:08:40;;;;;;
20/06/2024 07:08:50;;;;;;
20/06/2024 07:09:00;;;;;;
20/06/2024 07:09:10;;;;;;
20/06/2024 07:09:20;;;;;;
20/06/2024 07:09:30;;;;;;
20/06/2024 07:09:40;;;;;;
20/06/2024 07:09:50;;;;;;
20/06/2024 07:10:00;;;;;;
20/06/2024 07:10:10;;;;;;
20/06/2024 07:10:20;;;;;;
20/06/2024 07:10:30;;;;;;
20/06/2024 07:10:40;;;;;;
20/06/2024 07:10:50;;;;;;
20/06/2024 07:11:00;;;;;;
20/06/2024 07:11:10;;;;;;
20/06/2024 07:11:20;;;;;;
20/06/2024 07:11:30;;;;;;
20/06/2024 07:11:40;;;;;;
20/06/2024 07:11:50;;;;;;
20/06/2024 07:12:00;;;;;;
20/06/2024 07:12:10;;;;;;
20/06/2024 07:12:20;;;;;;
20/06/2024 07:12:30;;;;;;
20/06/2024 07:12:40;;;;;;
20/06/2024 07:12:50;;;;;;
20/06/2024 07:13:00;;;;;;
20/06/2024 07:13:10;;;;;;
20/06/2024 07:13:20;;;;;;
20/06/2024 07:13:30;;;;;;
20/06/2024 07:13:40;;;;;;
20/06/2024 07:13:50;;;;;;
20/06/2024 07:14:00;;;;;;
20/06/2024 07:14:10;;;;;;
20/06/2024 07:14:20;;;;;;
20/06/2024 07:14:30;;;;;;
20/06/2024 07:14:40;;;;;;
20/06/2024 07:14:50;;;;;;
20/06/2024 07:15:00;;;;;;
20/06/2024 07:15:10;;;;;;
20/06/2024 07:15:20;;;;;;
20/06/2024 07:15:30;;;;;;
20/06/2024 07:15:40;;;;;;
20/06/2024 07:15:50;;;;;;
20/06/2024 07:16:00;;;;;;
20/06/2024 07:16:10;;;;;;
20/06/2024 07:16:20;;;;;;
20/06/2024 07:16:30;;;;;;
20/06/2024 07:16:40;;;;;;
20/06/2024 07:16:50;;;;;;
20/06/2024 07:17:00;;;;;;
20/06/2024 07:17:10;;;;;;
20/06/2024 07:17:20;;;;;;
20/06/2024 07:17:30;;;;;;
20/06/2024 07:17:40;;;;;;
20/06/2024 07:17:50;;;;;;
20/06/2024 07:18:00;;;;;;
20/06/2024 07:18:10;;;;;;
20/06/2024 07:18:20;;;;;;
20/06/2024 07:18:30;;;;;;
20/06/2024 07:18:40;;;;;;
20/06/2024 07:18:50;;;;;;
20/06/2024 07:19:00;;;;;;
20/06/2024 07:19:10;;;;;;
20/06/2024 07:19:20;;;;;;
20/06/2024 07:19:30;;;;;;
20/06/2024 07:19:40;;;;;;
20/06/2024 07:19:50;;;;;;
20/06/2024 07:20:00;;;;;;
20/06/2024 07:20:10;;;;;;
20/06/2024 07:20:20;;;;;;
20/06/2024 07:20:30;;;;;;
20/06/2024 07:20:40;;;;;;
20/06/2024 07:20:50;;;;;;
20/06/2024 07:21:00;;;;;;
20/06/2024 07:21:10;;;;;;
20/06/2024 07:21:20;;;;;;
20/06/2024 07:21:30;;;;;;
20/06/2024 07:21:40;;;;;;
20/06/2024 07:21:50;;;;;;
20/06/2024 07:22:00;;;;;;
20/06/2024 07:22:10;;;;;;
20/06/2024 07:22:20;;;;;;
20/06/2024 07:22:30;;;;;;
20/06/2024 07:22:40;;;;;;
20/06/2024 07:22:50;;;;;;
20/06/2024 07:23:00;;;;;;
20/06/2024 07:23:10;;;;;;
20/06/2024 07:23:20;;;;;;
20/06/2024 07:23:30;;;;;;
20/06/2024 07:23:40;;;;;;
20/06/2024 07:23:50;;;;;;
20/06/2024 07:24:00;;;;;;
20/06/2024 07:24:10;;;;;;
20/06/2024 07:24:20;;;;;;
20/06/2024 07:24:30;;;;;;
20/06/2024 07:24:40;;;;;;
20/06/2024 07:24:50;;;;;;
20/06/2024 07:25:00;;;;;;
20/06/2024 07:25:10;;;;;;
20/06/2024 07:25:20;;;;;;
20/06/2024 07:25:30;;;;;;
20/06/2024 07:25:40;;;;;;
20/06/2024 07:25:50;;;;;;
20/06/2024 07:26:00;;;;;;
20/06/2024 07:26:10;;;;;;
20/06/2024 07:26:20;;;;;;
20/06/2024 07:26:30;;;;;;
20/06/2024 07:26:40;;;;;;
20/06/2024 07:26:50;;;;;;
20/06/2024 07:27:00;;;;;;
20/06/2024 07:27:10;;;;;;
20/06/2024 07:27:20;;;;;;
20/06/2024 07:27:30;;;;;;
20/06/2024 07:27:40;;;;;;
20/06/2024 07:27:50;;;;;;
20/06/2024 07:28:00;;;;;;
20/06/2024 07:28:10;;;;;;
20/06/2024 07:28:20;;;;;;
20/06/2024 07:28:30;;;;;;
20/06/2024 07:28:40;;;;;;
20/06/2024 07:28:50;;;;;;
20/06/2024 07:29:00;;;;;;
20/06/2024 07:29:10;;;;;;
20/06/2024 07:29:20;;;;;;
20/06/2024 07:29:30;;;;;;
20/06/2024 07:29:40;;;;;;
20/06/2024 07:29:50;;;;;;
20/06/2024 07:30:00;;;;;;
20/06/2024 07:30:10;;;;;;
20/06/2024 07:30:20;;;;;;
20/06/2024 07:30:30;;;;;;
20/06/2024 07:30:40;;;;;;
20/06/2024 07:30:50;;;;;;
20/06/2024 07:31:00;;;;;;
20/06/2024 07:31:10;;;;;;
20/06/2024 07:31:20;;;;;;
20/06/2024 07:31:30;;;;;;
20/06/2024 07:31:40;;;;;;
20/06/2024 07:31:50;;;;;;
20/06/2024 07:32:00;;;;;;
20/06/2024 07:32:10;;;;;;
20/06/2024 07:32:20;;;;;;
20/06/2024 07:32:30;;;;;;
20/06/2024 07:32:40;;;;;;
20/06/2024 07:32:50;;;;;;
20/06/2024 07:33:00;;;;;;
20/06/2024 07:33:10;;;;;;
20/06/2024 07:33:20;;;;;;
20/06/2024 07:33:30;;;;;;
20/06/2024 07:33:40;;;;;;
20/06/2024 07:33:50;;;;;;
20/06/2024 07:34:00;;;;;;
20/06/2024 07:34:10;;;;;;
20/06/2024 07:34:20;;;;;;
20/06/2024 07:34:30;;;;;;
20/06/2024 07:34:40;;;;;;
20/06/2024 07:34:50;;;;;;
20/06/2024 07:35:00;;;;;;
20/06/2024 07:35:10;;;;;;
20/06/2024 07:35:20;;;;;;
20/06/2024 07:35:30;;;;;;
20/06/2024 07:35:40;;;;;;
20/06/2024 07:35:50;;;;;;
20/06/2024 07:36:00;;;;;;
20/06/2024 07:36:10;;;;;;
20/06/2024 07:36:20;;;;;;
20/06/2024 07:36:30;;;;;;
20/06/2024 07:36:40;;;;;;
20/06/2024 07:36:50;;;;;;
20/06/2024 07:37:00;;;;;;
20/06/2024 07:37:10;;;;;;
20/06/2024 07:37:20;;;;;;
20/06/2024 07:37:30;;;;;;
20/06/2024 07:37:40;;;;;;
20/06/2024 07:37:50;;;;;;
20/06/2024 07:38:00;;;;;;
20/06/2024 07:38:10;;;;;;
20/06/2024 07:38:20;;;;;;
20/06/2024 07:38:30;;;;;;
20/06/2024 07:38:40;;;;;;
20/06/2024 07:38:50;;;;;;
20/06/2024 07:39:00;;;;;;
20/06/2024 07:39:10;;;;;;
20/06/2024 07:39:20;;;;;;
20/06/2024 07:39:30;;;;;;
20/06/2024 07:39:40;;;;;;
20/06/2024 07:39:50;;;;;;
20/06/2024 07:40:00;;;;;;
20/06/2024 07:40:10;;;;;;
20/06/2024 07:40:20;;;;;;
20/06/2024 07:40:30;;;;;;
20/06/2024 07:40:40;;;;;;
20/06/2024 07:40:50;;;;;;
20/06/2024 07:41:00;;;;;;
20/06/2024 07:41:10;;;;;;
20/06/2024 07:41:20;;;;;;
20/06/2024 07:41:30;;;;;;
20/06/2024 07:41:40;;;;;;
20/06/2024 07:41:50;;;;;;
20/06/2024 07:42:00;;;;;;
20/06/2024 07:42:10;;;;;;
20/06/2024 07:42:20;;;;;;
20/06/2024 07:42:30;;;;;;
20/06/2024 07:42:40;;;;;;
20/06/2024 07:42:50;;;;;;
20/06/2024 07:43:00;;;;;;
20/06/2024 07:43:10;;;;;;
20/06/2024 07:43:20;;;;;;
20/06/2024 07:43:30;;;;;;
20/06/2024 07:43:40;;;;;;
20/06/2024 07:43:50;;;;;;
20/06/2024 07:44:00;;;;;;
20/06/2024 07:44:10;;;;;;
20/06/2024 07:44:20;;;;;;
20/06/2024 07:44:30;;;;;;
20/06/2024 07:44:40;;;;;;
20/06/2024 07:44:50;;;;;;
20/06/2024 07:45:00;;;;;;
20/06/2024 07:45:10;;;;;;
20/06/2024 07:45:20;;;;;;
20/06/2024 07:45:30;;;;;;
20/06/2024 07:45:40;;;;;;
20/06/2024 07:45:50;;;;;;
20/06/2024 07:46:00;;;;;;
20/06/2024 07:46:10;;;;;;
20/06/2024 07:46:20;;;;;;
20/06/2024 07:46:30;;;;;;
20/06/2024 07:46:40;;;;;;
20/06/2024 07:46:50;;;;;;
20/06/2024 07:47:00;;;;;;
20/06/2024 07:47:10;;;;;;
20/06/2024 07:47:20;;;;;;
20/06/2024 07:47:30;;;;;;
20/06/2024 07:47:40;;;;;;
20/06/2024 07:47:50;;;;;;
20/06/2024 07:48:00;;;;;;
20/06/2024 07:48:10;;;;;;
20/06/2024 07:48:20;;;;;;
20/06/2024 07:48:30;;;;;;
20/06/2024 07:48:40;;;;;;
20/06/2024 07:48:50;;;;;;
20/06/2024 07:49:00;;;;;;
20/06/2024 07:49:10;;;;;;
20/06/2024 07:49:20;;;;;;
20/06/2024 07:49:30;;;;;;
20/06/2024 07:49:40;;;;;;
20/06/2024 07:49:50;;;;;;
20/06/2024 07:50:00;;;;;;
20/06/2024 07:50:10;;;;;;
20/06/2024 07:50:20;;;;;;
20/06/2024 07:50:30;;;;;;
20/06/2024 07:50:40;;;;;;
20/06/2024 07:50:50;;;;;;
20/06/2024 07:51:00;;;;;;
20/06/2024 07:51:10;;;;;;
20/06/2024 07:51:20;;;;;;
20/06/2024 07:51:30;;;;;;
20/06/2024 07:51:40;;;;;;
20/06/2024 07:51:50;;;;;;
20/06/2024 07:52:00;;;;;;
20/06/2024 07:52:10;;;;;;
20/06/2024 07:52:20;;;;;;
20/06/2024 07:52:30;;;;;;
20/06/2024 07:52:40;;;;;;
20/06/2024 07:52:50;;;;;;
20/06/2024 07:53:00;;;;;;
20/06/2024 07:53:10;;;;;;
20/06/2024 07:53:20;;;;;;
20/06/2024 07:53:30;;;;;;
20/06/2024 07:53:40;;;;;;
20/06/2024 07:53:50;;;;;;
20/06/2024 07:54:00;;;;;;
20/06/2024 07:54:10;;;;;;
20/06/2024 07:54:20;;;;;;
20/06/2024 07:54:30;;;;;;
20/06/2024 07:54:40;;;;;;
20/06/2024 07:54:50;;;;;;
20/06/2024 07:55:00;;;;;;
20/06/2024 07:55:10;;;;;;
20/06/2024 07:55:20;;;;;;
20/06/2024 07:55:30;;;;;;
20/06/2024 07:55:40;;;;;;
20/06/2024 07:55:50;;;;;;
20/06/2024 07:56:00;;;;;;
20/06/2024 07:56:10;;;;;;
20/06/2024 07:56:20;;;;;;
20/06/2024 07:56:30;;;;;;
20/06/2024 07:56:40;;;;;;
20/06/2024 07:56:50;;;;;;
20/06/2024 07:57:00;;;;;;
20/06/2024 07:57:10;;;;;;
20/06/2024 07:57:20;;;;;;
20/06/2024 07:57:30;;;;;;
20/06/2024 07:57:40;;;;;;
20/06/2024 07:57:50;;;;;;
20/06/2024 07:58:00;;;;;;
20/06/2024 07:58:10;;;;;;
20/06/2024 07:58:20;;;;;;
20/06/2024 07:58:30;;;;;;
20/06/2024 07:58:40;;;;;;
20/06/2024 07:58:50;;;;;;
20/06/2024 07:59:00;;;;;;
20/06/2024 07:59:10;;;;;;
20/06/2024 07:59:20;;;;;;
20/06/2024 07:59:30;;;;;;
20/06/2024 07:59:40;;;;;;
20/06/2024 07:59:50;;;;;;
20/06/2024 08:00:00;;;;;;
20/06/2024 08:00:10;;;;;;
20/06/2024 08:00:20;;;;;;
20/06/2024 08:00:30;;;;;;
20/06/2024 08:00:40;;;;;;
20/06/2024 08:00:50;;;;;;
20/06/2024 08:01:00;;;;;;
20/06/2024 08:01:10;;;;;;
20/06/2024 08:01:20;;;;;;
20/06/2024 08:01:30;;;;;;
20/06/2024 08:01:40;;;;;;
20/06/2024 08:01:50;;;;;;
20/06/2024 08:02:00;;;;;;
20/06/2024 08:02:10;;;;;;
20/06/2024 08:02:20;;;;;;
20/06/2024 08:02:30;;;;;;
20/06/2024 08:02:40;;;;;;
20/06/2024 08:02:50;;;;;;
20/06/2024 08:03:00;;;;;;
20/06/2024 08:03:10;;;;;;
20/06/2024 08:03:20;;;;;;
20/06/2024 08:03:30;;;;;;
20/06/2024 08:03:40;;;;;;
20/06/2024 08:03:50;;;;;;
20/06/2024 08:04:00;;;;;;
20/06/2024 08:04:10;;;;;;
20/06/2024 08:04:20;;;;;;
20/06/2024 08:04:30;;;;;;
20/06/2024 08:04:40;;;;;;
20/06/2024 08:04:50;;;;;;
20/06/2024 08:05:00;;;;;;
20/06/2024 08:05:10;;;;;;
20/06/2024 08:05:20;;;;;;
20/06/2024 08:05:30;;;;;;
20/06/2024 08:05:40;;;;;;
20/06/2024 08:05:50;;;;;;
20/06/2024 08:06:00;;;;;;
20/06/2024 08:06:10;;;;;;
20/06/2024 08:06:20;;;;;;
20/06/2024 08:06:30;;;;;;
20/06/2024 08:06:40;;;;;;
20/06/2024 08:06:50;;;;;;
20/06/2024 08:07:00;;;;;;
20/06/2024 08:07:10;;;;;;
20/06/2024 08:07:20;;;;;;
20/06/2024 08:07:30;;;;;;
20/06/2024 08:07:40;;;;;;
20/06/2024 08:07:50;;;;;;
20/06/2024 08:08:00;;;;;;
20/06/2024 08:08:10;;;;;;
20/06/2024 08:08:20;;;;;;
20/06/2024 08:08:30;;;;;;
20/06/2024 08:08:40;;;;;;
20/06/2024 08:08:50;;;;;;
20/06/2024 08:09:00;;;;;;
20/06/2024 08:09:10;;;;;;
20/06/2024 08:09:20;;;;;;
20/06/2024 08:09:30;;;;;;
20/06/2024 08:09:40;;;;;;
20/06/2024 08:09:50;;;;;;
20/06/2024 08:10:00;;;;;;
20/06/2024 08:10:10;;;;;;
20/06/2024 08:10:20;;;;;;
20/06/2024 08:10:30;;;;;;
20/06/2024 08:10:40;;;;;;
20/06/2024 08:10:50;;;;;;
20/06/2024 08:11:00;;;;;;
20/06/2024 08:11:10;;;;;;
20/06/2024 08:11:20;;;;;;
20/06/2024 08:11:30;;;;;;
20/06/2024 08:11:40;;;;;;
20/06/2024 08:11:50;;;;;;
20/06/2024 08:12:00;;;;;;
20/06/2024 08:12:10;;;;;;
20/06/2024 08:12:20;;;;;;
20/06/2024 08:12:30;;;;;;
20/06/2024 08:12:40;;;;;;
20/06/2024 08:12:50;;;;;;
20/06/2024 08:13:00;;;;;;
20/06/2024 08:13:10;;;;;;
20/06/2024 08:13:20;;;;;;
20/06/2024 08:13:30;;;;;;
20/06/2024 08:13:40;;;;;;
20/06/2024 08:13:50;;;;;;
20/06/2024 08:14:00;;;;;;
20/06/2024 08:14:10;;;;;;
20/06/2024 08:14:20;;;;;;
20/06/2024 08:14:30;;;;;;
20/06/2024 08:14:40;;;;;;
20/06/2024 08:14:50;;;;;;
20/06/2024 08:15:00;;;;;;
20/06/2024 08:15:10;;;;;;
20/06/2024 08:15:20;;;;;;
20/06/2024 08:15:30;;;;;;
20/06/2024 08:15:40;;;;;;
20/06/2024 08:15:50;;;;;;
20/06/2024 08:16:00;;;;;;
20/06/2024 08:16:10;;;;;;
20/06/2024 08:16:20;;;;;;
20/06/2024 08:16:30;;;;;;
20/06/2024 08:16:40;;;;;;
20/06/2024 08:16:50;;;;;;
20/06/2024 08:17:00;;;;;;
20/06/2024 08:17:10;;;;;;
20/06/2024 08:17:20;;;;;;
20/06/2024 08:17:30;;;;;;
20/06/2024 08:17:40;;;;;;
20/06/2024 08:17:50;;;;;;
20/06/2024 08:18:00;;;;;;
20/06/2024 08:18:10;;;;;;
20/06/2024 08:18:20;;;;;;
20/06/2024 08:18:30;;;;;;
20/06/2024 08:18:40;;;;;;
20/06/2024 08:18:50;;;;;;
20/06/2024 08:19:00;;;;;;
20/06/2024 08:19:10;;;;;;
20/06/2024 08:19:20;;;;;;
20/06/2024 08:19:30;;;;;;
20/06/2024 08:19:40;;;;;;
20/06/2024 08:19:50;;;;;;
20/06/2024 08:20:00;;;;;;
20/06/2024 08:20:10;;;;;;
20/06/2024 08:20:20;;;;;;
20/06/2024 08:20:30;;;;;;
20/06/2024 08:20:40;;;;;;
20/06/2024 08:20:50;;;;;;
20/06/2024 08:21:00;;;;;;
20/06/2024 08:21:10;;;;;;
20/06/2024 08:21:20;;;;;;
20/06/2024 08:21:30;;;;;;
20/06/2024 08:21:40;;;;;;
20/06/2024 08:21:50;;;;;;
20/06/2024 08:22:00;;;;;;
20/06/2024 08:22:10;;;;;;
20/06/2024 08:22:20;;;;;;
20/06/2024 08:22:30;;;;;;
20/06/2024 08:22:40;;;;;;
20/06/2024 08:22:50;;;;;;
20/06/2024 08:23:00;;;;;;
20/06/2024 08:23:10;;;;;;
20/06/2024 08:23:20;;;;;;
20/06/2024 08:23:30;;;;;;
20/06/2024 08:23:40;;;;;;
20/06/2024 08:23:50;;;;;;
20/06/2024 08:24:00;;;;;;
20/06/2024 08:24:10;;;;;;
20/06/2024 08:24:20;;;;;;
20/06/2024 08:24:30;;;;;;
20/06/2024 08:24:40;;;;;;
20/06/2024 08:24:50;;;;;;
20/06/2024 08:25:00;;;;;;
20/06/2024 08:25:10;;;;;;
20/06/2024 08:25:20;;;;;;
20/06/2024 08:25:30;;;;;;
20/06/2024 08:25:40;;;;;;
20/06/2024 08:25:50;;;;;;
20/06/2024 08:26:00;;;;;;
20/06/2024 08:26:10;;;;;;
20/06/2024 08:26:20;;;;;;
20/06/2024 08:26:30;;;;;;
20/06/2024 08:26:40;;;;;;
20/06/2024 08:26:50;;;;;;
20/06/2024 08:27:00;;;;;;
20/06/2024 08:27:10;;;;;;
20/06/2024 08:27:20;;;;;;
20/06/2024 08:27:30;;;;;;
20/06/2024 08:27:40;;;;;;
20/06/2024 08:27:50;;;;;;
20/06/2024 08:28:00;;;;;;
20/06/2024 08:28:10;;;;;;
20/06/2024 08:28:20;;;;;;
20/06/2024 08:28:30;;;;;;
20/06/2024 08:28:40;;;;;;
20/06/2024 08:28:50;;;;;;
20/06/2024 08:29:00;;;;;;
20/06/2024 08:29:10;;;;;;
20/06/2024 08:29:20;;;;;;
20/06/2024 08:29:30;;;;;;
20/06/2024 08:29:40;;;;;;
20/06/2024 08:29:50;;;;;;
20/06/2024 08:30:00;;;;;;
20/06/2024 08:30:10;;;;;;
20/06/2024 08:30:20;;;;;;
20/06/2024 08:30:30;;;;;;
20/06/2024 08:30:40;;;;;;
20/06/2024 08:30:50;;;;;;
20/06/2024 08:31:00;;;;;;
20/06/2024 08:31:10;;;;;;
20/06/2024 08:31:20;;;;;;
20/06/2024 08:31:30;;;;;;
20/06/2024 08:31:40;;;;;;
20/06/2024 08:31:50;;;;;;
20/06/2024 08:32:00;;;;;;
20/06/2024 08:32:10;;;;;;
20/06/2024 08:32:20;;;;;;
20/06/2024 08:32:30;;;;;;
20/06/2024 08:32:40;;;;;;
20/06/2024 08:32:50;;;;;;
20/06/2024 08:33:00;;;;;;
20/06/2024 08:33:10;;;;;;
20/06/2024 08:33:20;;;;;;
20/06/2024 08:33:30;;;;;;
20/06/2024 08:33:40;;;;;;
20/06/2024 08:33:50;;;;;;
20/06/2024 08:34:00;;;;;;
20/06/2024 08:34:10;;;;;;
20/06/2024 08:34:20;;;;;;
20/06/2024 08:34:30;;;;;;
20/06/2024 08:34:40;;;;;;
20/06/2024 08:34:50;;;;;;
20/06/2024 08:35:00;;;;;;
20/06/2024 08:35:10;;;;;;
20/06/2024 08:35:20;;;;;;
20/06/2024 08:35:30;;;;;;
20/06/2024 08:35:40;;;;;;
20/06/2024 08:35:50;;;;;;
20/06/2024 08:36:00;;;;;;
20/06/2024 08:36:10;;;;;;
20/06/2024 08:36:20;;;;;;
20/06/2024 08:36:30;;;;;;
20/06/2024 08:36:40;;;;;;
20/06/2024 08:36:50;;;;;;
20/06/2024 08:37:00;;;;;;
20/06/2024 08:37:10;;;;;;
20/06/2024 08:37:20;;;;;;
20/06/2024 08:37:30;;;;;;
20/06/2024 08:37:40;;;;;;
20/06/2024 08:37:50;;;;;;
20/06/2024 08:38:00;;;;;;
20/06/2024 08:38:10;;;;;;
20/06/2024 08:38:20;;;;;;
20/06/2024 08:38:30;;;;;;
20/06/2024 08:38:40;;;;;;
20/06/2024 08:38:50;;;;;;
20/06/2024 08:39:00;;;;;;
20/06/2024 08:39:10;;;;;;
20/06/2024 08:39:20;;;;;;
20/06/2024 08:39:30;;;;;;
20/06/2024 08:39:40;;;;;;
20/06/2024 08:39:50;;;;;;
20/06/2024 08:40:00;;;;;;
20/06/2024 08:40:10;;;;;;
20/06/2024 08:40:20;;;;;;
20/06/2024 08:40:30;;;;;;
20/06/2024 08:40:40;;;;;;
20/06/2024 08:40:50;;;;;;
20/06/2024 08:41:00;;;;;;
20/06/2024 08:41:10;;;;;;
20/06/2024 08:41:20;;;;;;
20/06/2024 08:41:30;;;;;;
20/06/2024 08:41:40;;;;;;
20/06/2024 08:41:50;;;;;;
20/06/2024 08:42:00;;;;;;
20/06/2024 08:42:10;;;;;;
20/06/2024 08:42:20;;;;;;
20/06/2024 08:42:30;;;;;;
20/06/2024 08:42:40;;;;;;
20/06/2024 08:42:50;;;;;;
20/06/2024 08:43:00;;;;;;
20/06/2024 08:43:10;;;;;;
20/06/2024 08:43:20;;;;;;
20/06/2024 08:43:30;;;;;;
20/06/2024 08:43:40;;;;;;
20/06/2024 08:43:50;;;;;;
20/06/2024 08:44:00;;;;;;
20/06/2024 08:44:10;;;;;;
20/06/2024 08:44:20;;;;;;
20/06/2024 08:44:30;;;;;;
20/06/2024 08:44:40;;;;;;
20/06/2024 08:44:50;;;;;;
20/06/2024 08:45:00;;;;;;
20/06/2024 08:45:10;;;;;;
20/06/2024 08:45:20;;;;;;
20/06/2024 08:45:30;;;;;;
20/06/2024 08:45:40;;;;;;
20/06/2024 08:45:50;;;;;;
20/06/2024 08:46:00;;;;;;
20/06/2024 08:46:10;;;;;;
20/06/2024 08:46:20;;;;;;
20/06/2024 08:46:30;;;;;;
20/06/2024 08:46:40;;;;;;
20/06/2024 08:46:50;;;;;;
20/06/2024 08:47:00;;;;;;
20/06/2024 08:47:10;;;;;;
20/06/2024 08:47:20;;;;;;
20/06/2024 08:47:30;;;;;;
20/06/2024 08:47:40;;;;;;
20/06/2024 08:47:50;;;;;;
20/06/2024 08:48:00;;;;;;
20/06/2024 08:48:10;;;;;;
20/06/2024 08:48:20;;;;;;
20/06/2024 08:48:30;;;;;;
20/06/2024 08:48:40;;;;;;
20/06/2024 08:48:50;;;;;;
20/06/2024 08:49:00;;;;;;
20/06/2024 08:49:10;;;;;;
20/06/2024 08:49:20;;;;;;
20/06/2024 08:49:30;;;;;;
20/06/2024 08:49:40;;;;;;
20/06/2024 08:49:50;;;;;;
20/06/2024 08:50:00;;;;;;
20/06/2024 08:50:10;;;;;;
20/06/2024 08:50:20;;;;;;
20/06/2024 08:50:30;;;;;;
20/06/2024 08:50:40;;;;;;
20/06/2024 08:50:50;;;;;;
20/06/2024 08:51:00;;;;;;
20/06/2024 08:51:10;;;;;;
20/06/2024 08:51:20;;;;;;
20/06/2024 08:51:30;;;;;;
20/06/2024 08:51:40;;;;;;
20/06/2024 08:51:50;;;;;;
20/06/2024 08:52:00;;;;;;
20/06/2024 08:52:10;;;;;;
20/06/2024 08:52:20;;;;;;
20/06/2024 08:52:30;;;;;;
